created_at,model,source_script,source_task,input_tokens,output_tokens,cached_tokens,total_tokens,cost_usd,latency_ms,success,error_text
2026-04-21 15:39:55.234155+00,claude-haiku,normalize_listings.py,canonical_extract,2340,500,0,2840,0.004840,3235,t,""
2026-04-21 15:39:59.587826+00,claude-haiku,normalize_listings.py,canonical_extract,2476,516,0,2992,0.005056,3282,t,""
2026-04-21 15:40:04.254833+00,claude-haiku,normalize_listings.py,canonical_extract,2705,519,0,3224,0.005300,3580,t,""
2026-04-21 15:40:08.793644+00,claude-haiku,normalize_listings.py,canonical_extract,2716,521,0,3237,0.005321,3437,t,""
2026-04-21 15:40:13.541605+00,claude-haiku,normalize_listings.py,canonical_extract,2720,527,0,3247,0.005355,3624,t,""
2026-04-21 15:40:18.332035+00,claude-haiku,normalize_listings.py,canonical_extract,2571,535,0,3106,0.005246,3711,t,""
2026-04-21 15:40:23.018201+00,claude-haiku,normalize_listings.py,canonical_extract,2490,532,0,3022,0.005150,3596,t,""
2026-04-21 15:40:27.224546+00,claude-haiku,normalize_listings.py,canonical_extract,2620,514,0,3134,0.005190,3113,t,""
2026-04-21 15:40:31.506588+00,claude-haiku,normalize_listings.py,canonical_extract,2554,518,0,3072,0.005144,3196,t,""
2026-04-21 15:40:36.271129+00,claude-haiku,normalize_listings.py,canonical_extract,2593,537,0,3130,0.005278,3688,t,""
2026-04-21 15:40:44.256087+00,claude-haiku,normalize_listings.py,canonical_extract,2517,545,0,3062,0.005242,6896,t,""
2026-04-21 15:40:49.001177+00,claude-haiku,normalize_listings.py,canonical_extract,2563,541,0,3104,0.005268,3653,t,""
2026-04-21 15:40:53.552458+00,claude-haiku,normalize_listings.py,canonical_extract,2626,542,0,3168,0.005336,3486,t,""
2026-04-21 15:40:58.045398+00,claude-haiku,normalize_listings.py,canonical_extract,2621,530,0,3151,0.005271,3419,t,""
2026-04-21 15:41:02.771635+00,claude-haiku,normalize_listings.py,canonical_extract,2553,544,0,3097,0.005273,3643,t,""
2026-04-21 15:41:07.489357+00,claude-haiku,normalize_listings.py,canonical_extract,2528,538,0,3066,0.005218,3654,t,""
2026-04-21 15:41:11.77925+00,claude-haiku,normalize_listings.py,canonical_extract,2476,516,0,2992,0.005056,3199,t,""
